eventID,occurrenceID,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,vernacularName,individualCount,kingdom,phylum,class,order,family,genus,specificEpithet,dateIdentified,identifiedBy,basisOfRecord,occurrenceStatus
IYS2022-002-059,IYS2022-002-059-198,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Northern Lampfish,3025,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus,2022-03-01T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-069,IYS2022-002-069-198,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Northern Lampfish,423,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus,2022-03-03T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-085,IYS2022-002-085-198,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Northern Lampfish,4,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus,2022-03-05T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-093,IYS2022-002-093-198,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Northern Lampfish,24,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus,2022-03-06T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-198,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Northern Lampfish,1,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-013,IYS2022-002-013-185,Myctophidae,urn:lsid:marinespecies.org:taxname:125498,"Gill, 1893",accepted,Family,Lanternfishes,NA,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,NA,NA,2022-02-22T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-185,Myctophidae,urn:lsid:marinespecies.org:taxname:125498,"Gill, 1893",accepted,Family,Lanternfishes,20,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,NA,NA,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-021,IYS2022-002-021-108,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,Pink Salmon,18,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,2022-02-23T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-041,IYS2022-002-041-108,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,Pink Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-045,IYS2022-002-045-108,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,Pink Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-050,IYS2022-002-050-108,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,Pink Salmon,9,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,2022-02-28T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-089,IYS2022-002-089-108,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,"(Walbaum, 1792)",accepted,Species,Pink Salmon,4,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,2022-03-06T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-021,IYS2022-002-021-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-02-23T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-025,IYS2022-002-025-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-02-24T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-101,IYS2022-002-101-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,2,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-03-10T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,2,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-114,IYS2022-002-114-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,2,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-125,IYS2022-002-125-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,1,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-139,IYS2022-002-139-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,4,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-143,IYS2022-002-143-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,3,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-03-16T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-148,IYS2022-002-148-5A3,Aurelia labiata,urn:lsid:marinespecies.org:taxname:287213,"Chamisso & Eysenhardt, 1821",accepted,Species,Moon Jellyfish,1,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,labiata,2022-03-19T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-025,IYS2022-002-025-96A,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,Boreal Clubhook Squid,1,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,borealijaponica,2022-02-24T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-029,IYS2022-002-029-96A,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,Boreal Clubhook Squid,1,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,borealijaponica,2022-02-24T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-059,IYS2022-002-059-96A,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,Boreal Clubhook Squid,31,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,borealijaponica,2022-03-01T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-085,IYS2022-002-085-96A,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,Boreal Clubhook Squid,4,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,borealijaponica,2022-03-05T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-127,IYS2022-002-127-96A,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,Boreal Clubhook Squid,1,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,borealijaponica,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-134,IYS2022-002-134-96A,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,"Okada, 1927",accepted,Species,Boreal Clubhook Squid,1,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,borealijaponica,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-025,IYS2022-002-025-95G,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,"Sasaki, 1923",accepted,Species,Boreopacific Gonate Squid,11,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatopsis,borealis,2022-02-24T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-059,IYS2022-002-059-95G,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,"Sasaki, 1923",accepted,Species,Boreopacific Gonate Squid,94,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatopsis,borealis,2022-03-01T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-085,IYS2022-002-085-95G,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,"Sasaki, 1923",accepted,Species,Boreopacific Gonate Squid,6,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatopsis,borealis,2022-03-05T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-093,IYS2022-002-093-95G,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,"Sasaki, 1923",accepted,Species,Boreopacific Gonate Squid,4,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatopsis,borealis,2022-03-06T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-95G,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,"Sasaki, 1923",accepted,Species,Boreopacific Gonate Squid,3,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatopsis,borealis,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-114,IYS2022-002-114-95G,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,"Sasaki, 1923",accepted,Species,Boreopacific Gonate Squid,1,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatopsis,borealis,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-125,IYS2022-002-125-95G,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,"Sasaki, 1923",accepted,Species,Boreopacific Gonate Squid,1,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatopsis,borealis,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-029,IYS2022-002-029-124,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,"(Walbaum, 1792)",accepted,Species,Chinook Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,2022-02-24T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-063,IYS2022-002-063-124,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,"(Walbaum, 1792)",accepted,Species,Chinook Salmon,2,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,2022-03-02T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-089,IYS2022-002-089-124,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,"(Walbaum, 1792)",accepted,Species,Chinook Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,2022-03-06T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-029,IYS2022-002-029-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-02-24T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-033,IYS2022-002-033-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-02-26T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-037,IYS2022-002-037-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-02-26T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-041,IYS2022-002-041-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-045,IYS2022-002-045-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-054,IYS2022-002-054-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-03-01T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-063,IYS2022-002-063-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-03-02T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-069,IYS2022-002-069-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-03-03T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-114,IYS2022-002-114-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-125,IYS2022-002-125-3G0,Scyphozoa,urn:lsid:marinespecies.org:taxname:135220,"Goette, 1887",accepted,Class,Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,NA,NA,NA,NA,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-033,IYS2022-002-033-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-26T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-037,IYS2022-002-037-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,7,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-26T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-041,IYS2022-002-041-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,5,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-045,IYS2022-002-045-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,5,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-049,IYS2022-002-049-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,2,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-28T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-063,IYS2022-002-063-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-02T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-069,IYS2022-002-069-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,25,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-03T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-073,IYS2022-002-073-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,7,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-04T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-077,IYS2022-002-077-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,2,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-04T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-081,IYS2022-002-081-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-05T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-085,IYS2022-002-085-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,6,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-05T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-089,IYS2022-002-089-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-06T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-097,IYS2022-002-097-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-10T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,3,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-114,IYS2022-002-114-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,2,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-118,IYS2022-002-118-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-134,IYS2022-002-134-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,5,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-139,IYS2022-002-139-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-143,IYS2022-002-143-118,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",accepted,Species,Sockeye Salmon,8,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-16T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-033,IYS2022-002-033-4ZJ,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,Northern Sea Nettle,1,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,melanaster,2022-02-26T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-037,IYS2022-002-037-4ZJ,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,Northern Sea Nettle,2,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,melanaster,2022-02-26T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-041,IYS2022-002-041-4ZJ,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,Northern Sea Nettle,3,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,melanaster,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-045,IYS2022-002-045-4ZJ,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,Northern Sea Nettle,49,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,melanaster,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
